Var2,CHEMICAL_NAME.x,SUPER_PATHWAY.x,Var1,CHEMICAL_NAME.y,SUPER_PATHWAY.y,corr,p
100001391,stearoylcarnitine (C18),Lipid,100015596,1-(1-enyl-stearoyl)-2-docosapentaenoyl-GPE (P-18:0/22:5n3)*,Lipid,0.288144806,0
100001391,stearoylcarnitine (C18),Lipid,100015625,glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*,Lipid,0.321416149,0
100001391,stearoylcarnitine (C18),Lipid,100015687,"phosphatidylethanolamine (P-18:1/20:4, P-16:0/22:5n3)*",Lipid,0.275473681,0
100001391,stearoylcarnitine (C18),Lipid,100015745,"glycosyl ceramide (d18:2/24:1, d18:1/24:2)*",Lipid,0.239508761,0
100001391,stearoylcarnitine (C18),Lipid,100015786,"sphingomyelin (d18:0/20:0, d16:0/22:0)*",Lipid,0.081173602,8.88E-16
100001391,stearoylcarnitine (C18),Lipid,100015797,heneicosapentaenoate (21:5n3),Lipid,0.105825855,0
100001391,stearoylcarnitine (C18),Lipid,100015833,arachidoylcarnitine (C20)*,Lipid,0.565659041,0
100001391,stearoylcarnitine (C18),Lipid,100015836,ximenoylcarnitine (C26:1)*,Lipid,0.561947692,0
100001391,stearoylcarnitine (C18),Lipid,100015838,eicosenoylcarnitine (C20:1)*,Lipid,0.485269755,0
100001391,stearoylcarnitine (C18),Lipid,100015845,docosahexaenoylcarnitine (C22:6)*,Lipid,0.236475457,0
100001391,stearoylcarnitine (C18),Lipid,100015846,nervonoylcarnitine (C24:1)*,Lipid,0.43873583,0
100001391,stearoylcarnitine (C18),Lipid,100016007,"phosphatidylcholine (O-18:1/20:4, O-16:0/22:5n3)*",Lipid,0.240297319,0
100001391,stearoylcarnitine (C18),Lipid,100019975,hexadecenedioate (C16:1-DC)*,Lipid,0.166026073,0
100001391,stearoylcarnitine (C18),Lipid,100020208,perfluorooctanoate (PFOA),Xenobiotics,0.251093233,0
100001391,stearoylcarnitine (C18),Lipid,100020225,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPC (P-18:1/22:6)*,Lipid,0.215955537,0
100001391,stearoylcarnitine (C18),Lipid,100020259,glutamine conjugate of C7H12O2*,Partially Characterized Molecules,0.160301894,0
100001391,stearoylcarnitine (C18),Lipid,100020261,glutamine conjugate of C6H10O2 (1)*,Partially Characterized Molecules,0.109734284,0
100001391,stearoylcarnitine (C18),Lipid,100020893,"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*",Amino Acid,0.067671499,2.24E-11
100001391,stearoylcarnitine (C18),Lipid,100021363,vanilloylglycine,Xenobiotics,-0.082860204,2.22E-16
100001391,stearoylcarnitine (C18),Lipid,100022120,oxindolylalanine,Amino Acid,0.129268887,0
100001391,stearoylcarnitine (C18),Lipid,999911315,X-11315,,0.067783446,2.08E-11
100001391,stearoylcarnitine (C18),Lipid,999911381,X-11381,,0.122476181,0
100001391,stearoylcarnitine (C18),Lipid,999911847,X-11847,,0.059376928,4.42E-09
100001391,stearoylcarnitine (C18),Lipid,999912822,X-12822,,0.193578751,0
100001391,stearoylcarnitine (C18),Lipid,999913658,X-13658,,-0.129830337,0
100001391,stearoylcarnitine (C18),Lipid,999913866,X-13866,,0.160584871,0
100001391,stearoylcarnitine (C18),Lipid,999917690,X-17690,,-0.062721705,5.69E-10
100001391,stearoylcarnitine (C18),Lipid,999923644,X-23644,,-0.066287682,5.67E-11
100001391,stearoylcarnitine (C18),Lipid,999923659,X-23659,,0.102594439,0
100001391,stearoylcarnitine (C18),Lipid,999923782,X-23782,,0.163254837,0
100001391,stearoylcarnitine (C18),Lipid,999924475,X-24475,,0.067724091,2.17E-11
100001391,stearoylcarnitine (C18),Lipid,999924947,X-24947,,0.212367985,0
100001395,1-linoleoyl-GPC (18:2),Lipid,278,cysteinylglycine,Amino Acid,0.060092306,2.88E-09
100001395,1-linoleoyl-GPC (18:2),Lipid,358,hypotaurine,Amino Acid,0.206983752,0
100001395,1-linoleoyl-GPC (18:2),Lipid,452,palmitoleate (16:1n7),Lipid,-0.175961634,0
100001395,1-linoleoyl-GPC (18:2),Lipid,561,glutamate,Amino Acid,-0.215960821,0
100001395,1-linoleoyl-GPC (18:2),Lipid,803,mannose,Carbohydrate,-0.310320877,0
100001395,1-linoleoyl-GPC (18:2),Lipid,1022,picolinate,Amino Acid,0.078295309,9.77E-15
100001395,1-linoleoyl-GPC (18:2),Lipid,1140,gamma-glutamylglutamine,Peptide,0.242714469,0
100001395,1-linoleoyl-GPC (18:2),Lipid,1221,creatine,Amino Acid,-0.172785103,0
100001395,1-linoleoyl-GPC (18:2),Lipid,1224,"cys-gly, oxidized",Amino Acid,0.061266359,1.41E-09
100001395,1-linoleoyl-GPC (18:2),Lipid,1242,N1-methyladenosine,Nucleotide,-0.061482718,1.23E-09
100001395,1-linoleoyl-GPC (18:2),Lipid,1539,1-palmitoyl-2-oleoyl-GPC (16:0/18:1),Lipid,0.151613925,0
100001395,1-linoleoyl-GPC (18:2),Lipid,1547,N-stearoyl-sphingosine (d18:1/18:0)*,Lipid,-0.110174952,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100000054,5-hydroxylysine,Amino Acid,-0.211058908,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100000611,1-palmityl-GPC (O-16:0),Lipid,0.554464156,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100000792,dehydroepiandrosterone sulfate (DHEA-S),Lipid,0.181019649,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100001055,isobutyrylcarnitine (C4),Amino Acid,0.092362573,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100001197,10-undecenoate (11:1n1),Lipid,-0.055229885,4.84E-08
100001395,1-linoleoyl-GPC (18:2),Lipid,100001247,octanoylcarnitine (C8),Lipid,0.060666678,2.03E-09
100001395,1-linoleoyl-GPC (18:2),Lipid,100001251,decanoylcarnitine (C10),Lipid,0.079368615,4.22E-15
100001395,1-linoleoyl-GPC (18:2),Lipid,100001256,N-acetylphenylalanine,Amino Acid,-0.082500387,4.44E-16
100001395,1-linoleoyl-GPC (18:2),Lipid,100001383,1-myristoyl-GPC (14:0),Lipid,0.171042122,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100001391,stearoylcarnitine (C18),Lipid,0.369579831,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100001540,glutamine_degradant*,Partially Characterized Molecules,0.182894914,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100001550,homostachydrine*,Xenobiotics,-0.061121454,1.54E-09
100001395,1-linoleoyl-GPC (18:2),Lipid,100001551,1-arachidonoyl-GPC (20:4n6)*,Lipid,0.469140224,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100001552,1-dihomo-linolenoyl-GPC (20:3n3 or 6)*,Lipid,0.270940925,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100001553,1-dihomo-linoleoyl-GPC (20:2)*,Lipid,0.742975116,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100001554,2-arachidonoyl-GPC (20:4)*,Lipid,0.220032305,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100001566,1-docosahexaenoyl-GPC (22:6)*,Lipid,0.370756004,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100001571,1-arachidonoyl-GPE (20:4n6)*,Lipid,0.432575967,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100001674,2-arachidonoyl-GPE (20:4)*,Lipid,0.23027251,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100001710,leucylleucine,Peptide,-0.126865041,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100001882,glycosyl-N-stearoyl-sphingosine (d18:1/18:0),Lipid,0.206295235,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100001956,N-methylproline,Amino Acid,0.084682209,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100002060,1-docosahexaenoyl-GPE (22:6)*,Lipid,0.22187264,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100002094,gamma-CEHC,Cofactors and Vitamins,0.159478948,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100002466,cysteinylglycine disulfide*,Amino Acid,-0.06028053,2.57E-09
100001395,1-linoleoyl-GPC (18:2),Lipid,100002875,1-(1-enyl-palmitoyl)-GPC (P-16:0)*,Lipid,0.677405758,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100003001,1-(1-enyl-stearoyl)-GPE (P-18:0)*,Lipid,0.502720568,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100003695,mannonate*,Xenobiotics,-0.25800281,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100004208,guaiacol sulfate,Xenobiotics,0.062375728,7.06E-10
100001395,1-linoleoyl-GPC (18:2),Lipid,100005372,1-(1-enyl-oleoyl)-GPE (P-18:1)*,Lipid,0.375353578,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100005986,"sphingomyelin (d18:1/24:1, d18:2/24:0)*",Lipid,0.208902801,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100006361,dopamine 3-O-sulfate,Amino Acid,0.064246288,2.15E-10
100001395,1-linoleoyl-GPC (18:2),Lipid,100006379,C-glycosyltryptophan,Amino Acid,-0.171848499,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100008916,1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6),Lipid,-0.117052332,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100008917,1-(1-enyl-stearoyl)-2-oleoyl-GPC (P-18:0/18:1),Lipid,0.410699094,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100008918,1-(1-enyl-stearoyl)-2-arachidonoyl-GPC (P-18:0/20:4),Lipid,0.181894963,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100008957,"sphingomyelin (d18:2/24:1, d18:1/24:2)*",Lipid,0.199419241,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100008976,1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*,Lipid,0.096257757,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100008985,1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3n3 or 6)*,Lipid,-0.057436829,2.79E-07
100001395,1-linoleoyl-GPC (18:2),Lipid,100008999,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,Lipid,0.225514943,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100009000,1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPE (P-16:0/22:6)*,Lipid,0.139564926,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100009002,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*,Lipid,0.233923314,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100009004,1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPE (P-18:0/22:6)*,Lipid,0.197310157,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100009005,1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,Lipid,0.370205823,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100009007,1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,Lipid,0.383583119,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100009008,1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPC (P-16:0/22:6)*,Lipid,0.211019649,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100009009,1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*,Lipid,0.512297121,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100009014,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*,Lipid,0.192718854,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100009015,1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPC (P-18:0/22:6)*,Lipid,0.215216731,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100009020,1-palmityl-2-oleoyl-GPC (O-16:0/18:1)*,Lipid,0.319493101,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100009038,myristoyl dihydrosphingomyelin (d18:0/14:0)*,Lipid,0.066353895,5.43E-11
100001395,1-linoleoyl-GPC (18:2),Lipid,100009051,1-stearoyl-2-dihomo-linolenoyl-GPC (18:0/20:3n3 or 6)*,Lipid,-0.210272532,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100009066,1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*,Lipid,0.06982424,5.11E-12
100001395,1-linoleoyl-GPC (18:2),Lipid,100009122,1-pentadecanoyl-2-arachidonoyl-GPC (15:0/20:4)*,Lipid,-0.057524845,1.31E-08
100001395,1-linoleoyl-GPC (18:2),Lipid,100009124,1-margaroyl-2-arachidonoyl-GPC (17:0/20:4)*,Lipid,-0.124190632,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100009126,1-arachidoyl-2-arachidonoyl-GPC (20:0/20:4)*,Lipid,0.190167107,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100009130,1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*,Lipid,0.193806282,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100009134,1-palmityl-2-linoleoyl-GPC (O-16:0/18:2)*,Lipid,0.46476738,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100009135,1-(1-enyl-stearoyl)-2-linoleoyl-GPC (P-18:0/18:2)*,Lipid,0.409332303,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100009147,1-stearyl-GPC (O-18:0)*,Lipid,0.299003899,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,0.242266452,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100009162,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,Lipid,0.360742528,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100009166,"phosphatidylcholine (16:0/22:5n3, 18:1/20:4)*",Lipid,0.183741889,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100009215,1-stearoyl-2-dihomo-linolenoyl-GPE (18:0/20:3n3 or 6)*,Lipid,-0.195604139,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100009333,docosahexaenoylcholine,Lipid,0.162804108,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,0.17881716,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,0.096129599,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100010962,1-palmityl-GPE (O-16:0)*,Lipid,0.209469792,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100015590,1-stearyl-2-linoleoyl-GPC (O-18:0/18:2)*,Lipid,0.460463872,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100015594,1-stearoyl-2-adrenoyl-GPE (18:0/22:4)*,Lipid,-0.107307456,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100015596,1-(1-enyl-stearoyl)-2-docosapentaenoyl-GPE (P-18:0/22:5n3)*,Lipid,0.282478632,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100015625,glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*,Lipid,0.350691507,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100015687,"phosphatidylethanolamine (P-18:1/20:4, P-16:0/22:5n3)*",Lipid,0.317073083,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100015745,"glycosyl ceramide (d18:2/24:1, d18:1/24:2)*",Lipid,0.274579937,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100015786,"sphingomyelin (d18:0/20:0, d16:0/22:0)*",Lipid,-0.115744841,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100015797,heneicosapentaenoate (21:5n3),Lipid,-0.075224196,1.02E-13
100001395,1-linoleoyl-GPC (18:2),Lipid,100015833,arachidoylcarnitine (C20)*,Lipid,0.319830957,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100015836,ximenoylcarnitine (C26:1)*,Lipid,0.262242189,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100015838,eicosenoylcarnitine (C20:1)*,Lipid,0.176191066,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100015846,nervonoylcarnitine (C24:1)*,Lipid,0.126714134,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100015962,"N,N,N-trimethyl-5-aminovalerate",Amino Acid,-0.093837431,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100015968,carotene diol (3),Cofactors and Vitamins,0.111336961,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100016007,"phosphatidylcholine (O-18:1/20:4, O-16:0/22:5n3)*",Lipid,0.174498534,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100019975,hexadecenedioate (C16:1-DC)*,Lipid,0.179734319,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100020208,perfluorooctanoate (PFOA),Xenobiotics,0.124473637,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100020225,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPC (P-18:1/22:6)*,Lipid,0.217939785,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100020259,glutamine conjugate of C7H12O2*,Partially Characterized Molecules,-0.081618777,6.66E-16
100001395,1-linoleoyl-GPC (18:2),Lipid,100020261,glutamine conjugate of C6H10O2 (1)*,Partially Characterized Molecules,-0.05824967,8.61E-09
100001395,1-linoleoyl-GPC (18:2),Lipid,100020416,delta-CEHC,Cofactors and Vitamins,0.119690118,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100020837,"2,6-dihydroxybenzoic acid",Xenobiotics,0.097120063,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100020893,"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*",Amino Acid,-0.067824135,2.02E-11
100001395,1-linoleoyl-GPC (18:2),Lipid,100021363,vanilloylglycine,Xenobiotics,0.170136619,0
100001395,1-linoleoyl-GPC (18:2),Lipid,100022120,oxindolylalanine,Amino Acid,0.15071762,0
100001395,1-linoleoyl-GPC (18:2),Lipid,999911315,X-11315,,0.155418555,0
100001395,1-linoleoyl-GPC (18:2),Lipid,999911795,X-11795,,0.071894183,1.18E-12
100001395,1-linoleoyl-GPC (18:2),Lipid,999911847,X-11847,,0.096310239,0
100001395,1-linoleoyl-GPC (18:2),Lipid,999911858,X-11858,,0.086781152,0
100001395,1-linoleoyl-GPC (18:2),Lipid,999911880,X-11880,,0.096789747,0
100001395,1-linoleoyl-GPC (18:2),Lipid,999912847,X-12847,,0.066732463,4.22E-11
100001395,1-linoleoyl-GPC (18:2),Lipid,999913658,X-13658,,-0.058721239,6.52E-09
100001395,1-linoleoyl-GPC (18:2),Lipid,999913866,X-13866,,-0.078009413,1.22E-14
100001395,1-linoleoyl-GPC (18:2),Lipid,999916935,X-16935,,0.081281632,8.88E-16
100001395,1-linoleoyl-GPC (18:2),Lipid,999919141,X-19141,,0.109603447,0
100001395,1-linoleoyl-GPC (18:2),Lipid,999921258,X-21258,,0.060969073,1.69E-09
100001395,1-linoleoyl-GPC (18:2),Lipid,999921661,X-21661,,0.104878368,0
100001395,1-linoleoyl-GPC (18:2),Lipid,999923644,X-23644,,0.104482414,0
100001395,1-linoleoyl-GPC (18:2),Lipid,999924475,X-24475,,0.097145399,0
100001395,1-linoleoyl-GPC (18:2),Lipid,999924947,X-24947,,0.163203066,0
100001425,"5,6-dihydrouridine",Nucleotide,181,laurate (12:0),Lipid,0.086427466,0
100001425,"5,6-dihydrouridine",Nucleotide,278,cysteinylglycine,Amino Acid,0.064455996,1.88E-10
100001425,"5,6-dihydrouridine",Nucleotide,445,orotate,Nucleotide,0.084883683,0
100001425,"5,6-dihydrouridine",Nucleotide,452,palmitoleate (16:1n7),Lipid,0.06161162,1.14E-09
100001425,"5,6-dihydrouridine",Nucleotide,561,glutamate,Amino Acid,0.085708647,0
100001425,"5,6-dihydrouridine",Nucleotide,821,pseudouridine,Nucleotide,0.74401079,0
100001425,"5,6-dihydrouridine",Nucleotide,1140,gamma-glutamylglutamine,Peptide,0.148238353,0
100001425,"5,6-dihydrouridine",Nucleotide,1221,creatine,Amino Acid,-0.125552615,0
100001425,"5,6-dihydrouridine",Nucleotide,1224,"cys-gly, oxidized",Amino Acid,0.163768704,0
100001425,"5,6-dihydrouridine",Nucleotide,1242,N1-methyladenosine,Nucleotide,0.240555508,0
100001425,"5,6-dihydrouridine",Nucleotide,1342,3-methoxytyrosine,Amino Acid,0.375623619,0
100001425,"5,6-dihydrouridine",Nucleotide,100000054,5-hydroxylysine,Amino Acid,0.245845467,0
100001425,"5,6-dihydrouridine",Nucleotide,100000611,1-palmityl-GPC (O-16:0),Lipid,-0.094645044,0
100001425,"5,6-dihydrouridine",Nucleotide,100000665,docosahexaenoate (DHA; 22:6n3),Lipid,-0.104247923,0
100001425,"5,6-dihydrouridine",Nucleotide,100000672,1-myristoyl-2-palmitoyl-GPC (14:0/16:0),Lipid,0.051052307,4.56E-07
100001425,"5,6-dihydrouridine",Nucleotide,100000792,dehydroepiandrosterone sulfate (DHEA-S),Lipid,-0.079419059,4.00E-15
100001425,"5,6-dihydrouridine",Nucleotide,100001211,sebacate (C10-DC),Lipid,0.111093104,0
100001425,"5,6-dihydrouridine",Nucleotide,100001251,decanoylcarnitine (C10),Lipid,0.075209946,1.03E-13
100001425,"5,6-dihydrouridine",Nucleotide,100001256,N-acetylphenylalanine,Amino Acid,0.271430115,0
100001425,"5,6-dihydrouridine",Nucleotide,100001383,1-myristoyl-GPC (14:0),Lipid,0.066447242,5.10E-11
100001425,"5,6-dihydrouridine",Nucleotide,100001540,glutamine_degradant*,Partially Characterized Molecules,0.261038724,0
100001425,"5,6-dihydrouridine",Nucleotide,100001550,homostachydrine*,Xenobiotics,0.235424299,0
100001425,"5,6-dihydrouridine",Nucleotide,100001552,1-dihomo-linolenoyl-GPC (20:3n3 or 6)*,Lipid,0.139916987,0
100001425,"5,6-dihydrouridine",Nucleotide,100001566,1-docosahexaenoyl-GPC (22:6)*,Lipid,-0.132680663,0
100001425,"5,6-dihydrouridine",Nucleotide,100001571,1-arachidonoyl-GPE (20:4n6)*,Lipid,0.085706169,0
100001425,"5,6-dihydrouridine",Nucleotide,100001668,1-ribosyl-imidazoleacetate*,Amino Acid,0.210956933,0
100001425,"5,6-dihydrouridine",Nucleotide,100001710,leucylleucine,Peptide,0.067704717,2.19E-11
100001425,"5,6-dihydrouridine",Nucleotide,100001743,tryptophan betaine,Amino Acid,0.174435992,0
100001425,"5,6-dihydrouridine",Nucleotide,100001757,thymol sulfate,Xenobiotics,0.073081354,5.00E-13
100001425,"5,6-dihydrouridine",Nucleotide,100001882,glycosyl-N-stearoyl-sphingosine (d18:1/18:0),Lipid,-0.057274622,1.52E-08
100001425,"5,6-dihydrouridine",Nucleotide,100001956,N-methylproline,Amino Acid,0.088158502,0
100001425,"5,6-dihydrouridine",Nucleotide,100002060,1-docosahexaenoyl-GPE (22:6)*,Lipid,-0.064401284,1.95E-10
100001425,"5,6-dihydrouridine",Nucleotide,100002094,gamma-CEHC,Cofactors and Vitamins,0.076305706,4.53E-14
100001425,"5,6-dihydrouridine",Nucleotide,100002466,cysteinylglycine disulfide*,Amino Acid,0.219529017,0
100001425,"5,6-dihydrouridine",Nucleotide,100003001,1-(1-enyl-stearoyl)-GPE (P-18:0)*,Lipid,-0.14769987,0
100001425,"5,6-dihydrouridine",Nucleotide,100003695,mannonate*,Xenobiotics,0.120086581,0
100001425,"5,6-dihydrouridine",Nucleotide,100004208,guaiacol sulfate,Xenobiotics,0.254057153,0
100001425,"5,6-dihydrouridine",Nucleotide,100004542,2-aminoheptanoate,Lipid,0.267239268,0
100001425,"5,6-dihydrouridine",Nucleotide,100005372,1-(1-enyl-oleoyl)-GPE (P-18:1)*,Lipid,-0.13333319,0
100001425,"5,6-dihydrouridine",Nucleotide,100005384,O-sulfo-tyrosine,Xenobiotics,0.451686454,0
100001425,"5,6-dihydrouridine",Nucleotide,100005986,"sphingomyelin (d18:1/24:1, d18:2/24:0)*",Lipid,-0.055643525,3.84E-08
100001425,"5,6-dihydrouridine",Nucleotide,100006129,vanillactate,Amino Acid,0.337001542,0
100001425,"5,6-dihydrouridine",Nucleotide,100006171,eugenol sulfate,Xenobiotics,0.132707216,0
100001425,"5,6-dihydrouridine",Nucleotide,100006361,dopamine 3-O-sulfate,Amino Acid,0.301387946,0
100001425,"5,6-dihydrouridine",Nucleotide,100006379,C-glycosyltryptophan,Amino Acid,0.549696264,0
100001425,"5,6-dihydrouridine",Nucleotide,100008915,1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6),Lipid,-0.163549746,0
100001425,"5,6-dihydrouridine",Nucleotide,100008916,1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6),Lipid,-0.115568981,0
100001425,"5,6-dihydrouridine",Nucleotide,100008917,1-(1-enyl-stearoyl)-2-oleoyl-GPC (P-18:0/18:1),Lipid,-0.094917634,0
100001425,"5,6-dihydrouridine",Nucleotide,100008918,1-(1-enyl-stearoyl)-2-arachidonoyl-GPC (P-18:0/20:4),Lipid,-0.168060276,0
100001425,"5,6-dihydrouridine",Nucleotide,100008957,"sphingomyelin (d18:2/24:1, d18:1/24:2)*",Lipid,-0.056929412,1.85E-08
100001425,"5,6-dihydrouridine",Nucleotide,100008976,1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*,Lipid,0.074526703,1.72E-13
100001425,"5,6-dihydrouridine",Nucleotide,100008985,1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3n3 or 6)*,Lipid,0.125447758,0
100001425,"5,6-dihydrouridine",Nucleotide,100008999,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,Lipid,-0.238718688,0
100001425,"5,6-dihydrouridine",Nucleotide,100009000,1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPE (P-16:0/22:6)*,Lipid,-0.21646232,0
100001425,"5,6-dihydrouridine",Nucleotide,100009002,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*,Lipid,-0.204941568,0
100001425,"5,6-dihydrouridine",Nucleotide,100009004,1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPE (P-18:0/22:6)*,Lipid,-0.243829742,0
100001425,"5,6-dihydrouridine",Nucleotide,100009005,1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,Lipid,-0.073652376,3.29E-13
100001425,"5,6-dihydrouridine",Nucleotide,100009007,1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,Lipid,-0.109299922,0
100001425,"5,6-dihydrouridine",Nucleotide,100009008,1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPC (P-16:0/22:6)*,Lipid,-0.178287222,0
100001425,"5,6-dihydrouridine",Nucleotide,100009009,1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*,Lipid,-0.134309863,0
100001425,"5,6-dihydrouridine",Nucleotide,100009014,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*,Lipid,-0.130443942,0
100001425,"5,6-dihydrouridine",Nucleotide,100009015,1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPC (P-18:0/22:6)*,Lipid,-0.193591604,0
100001425,"5,6-dihydrouridine",Nucleotide,100009020,1-palmityl-2-oleoyl-GPC (O-16:0/18:1)*,Lipid,-0.096587105,0
100001425,"5,6-dihydrouridine",Nucleotide,100009038,myristoyl dihydrosphingomyelin (d18:0/14:0)*,Lipid,0.072052937,1.05E-12
